unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year
125,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,2,NA,48,eye-tracking,habituation,central fixation,looking_time,within_two,Peninsular Spanish,typical,NA,NA,12,NA,185,NA,NA,NA,1.420281662,1.766691824,NA,NA,NA,NA,NA,0.29,native,NA,NA,36,NA,4,NA,NA,NA,NA,NA,0.2,NA,bil-bel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,bil-bel,not_looked_up,0,0,1,0,0,0,0,367,2645,652,2423,0.86,0.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,Vowel discrimination (native),inphondb-native,early_language,0.12477599420523447,0.11898204369707936,0.11541779463984189,0.10180401113831354,0.0622669351709139,0.02940086531866445,0.06234759608550551,0.1111111111111111,0.22631861896114672,0.39143523404110026,subj_diff_two,185,12,pons2012 48,,6.078153555514487,2012
126,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,2,NA,49,eye-tracking,habituation,central fixation,looking_time,within_two,Catalan,typical,NA,NA,12,NA,182,NA,NA,NA,2.355589098,2.009178937,NA,NA,NA,NA,NA,0.654,native,NA,NA,33,NA,2.5,NA,NA,NA,NA,NA,0.38,NA,bil-bel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,bil-bel,not_looked_up,0,0,1,0,0,0,0,367,2645,652,2423,0.86,0.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654,Vowel discrimination (native),inphondb-native,early_language,0.1735757071830209,0.058922021921836903,0.16055752914429433,0.05041515500687171,0.08646283971457164,0.01440260115844248,0.08667927163640689,0.1111111111111111,0.3148315073350681,0.19384568229361507,subj_diff_two,182,12,pons2012 49,,5.979588903262901,2012
127,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,3,NA,50,eye-tracking,habituation,central fixation,looking_time,within_two,Peninsular Spanish,typical,NA,NA,12,NA,354,NA,NA,NA,2.355589098,2.390230114,0.62,NA,NA,NA,NA,0.16,native,NA,NA,38,NA,2.5,NA,NA,NA,NA,NA,0.54,NA,bel-bil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bel-bil,not_looked_up,0,0,1,0,0,0,0,652,2423,367,2645,0.85,0.86,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,Vowel discrimination (native),inphondb-native,early_language,0.22756265716434487,0.14215769845565404,0.210495457877019,0.121633680741119,0.11305188622418275,0.03419410693502085,0.11353724212388279,0.1111111111111111,0.41275300288813804,0.4676800821088856,subj_diff_two,354,12,pons2012 50,,11.63062896568718,2012
128,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,3,NA,51,eye-tracking,habituation,central fixation,looking_time,within_two,Peninsular Spanish,typical,NA,NA,12,NA,354,NA,NA,NA,1.177794549,2.25166605,5.97,NA,NA,NA,NA,0.3,native,NA,NA,38,NA,2.5,NA,NA,NA,NA,NA,4.44,NA,bil-bel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bil-bel,not_looked_up,0,0,1,0,0,0,0,367,2645,652,2423,0.86,0.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,Vowel discrimination (native),inphondb-native,early_language,2.4710176579226055,0.37108034440688825,2.28569133357841,0.3175056196831438,0.7772983454871399,0.0057525354023283855,1.0385083516406604,0.1111111111111111,4.481930256951548,1.2208054001053263,subj_diff_two,354,12,pons2012 51,,11.63062896568718,2012
129,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,3,NA,52,eye-tracking,habituation,central fixation,looking_time,within_two,Catalan,typical,NA,NA,12,NA,356,NA,NA,NA,1.905255888,2.70199926,2.63,NA,NA,NA,NA,0.267,native,NA,NA,28,NA,2.5,NA,NA,NA,NA,NA,2.94,NA,bel-bil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bel-bil,not_looked_up,0,0,1,0,0,0,0,652,2423,367,2645,0.85,0.86,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,Vowel discrimination (native),inphondb-native,early_language,1.2575821204111672,0.18806303289907697,1.1632634613803297,0.16091143252427276,0.5323048118638068,0.01730484229137577,0.5933557587719923,0.1111111111111111,2.281001650474095,0.6187025790609809,subj_diff_two,356,12,pons2012 52,,11.696338733854905,2012
130,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,3,NA,53,eye-tracking,habituation,central fixation,looking_time,within_two,Catalan,typical,NA,NA,12,NA,356,NA,NA,NA,2.598076211,2.598076211,0.35,NA,NA,NA,NA,0.338,native,NA,NA,28,NA,2.5,NA,NA,NA,NA,NA,0.31,NA,bil-bel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bil-bel,not_looked_up,0,0,1,0,0,0,0,367,2645,652,2423,0.86,0.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,Vowel discrimination (native),inphondb-native,early_language,0.11931905564874902,0.11092654321003788,0.11037012647509285,0.09491152353408867,0.059553638542803024,0.027437619000684654,0.059624193767406894,0.1111111111111111,0.21642082727672823,0.36493369968780626,subj_diff_two,356,12,pons2012 53,,11.696338733854905,2012
131,sato2003,"Sato, Y., Mori, K., Furuya, I., Hayashi, R., Minagawa-Kawai, Y., & Koizumi, T. (2003). Developmental changes in cerebral lateralization to spoken language in infants: measured by near-infrared spectroscopy. Jpn J Logoped Phoniatr, 44,165–171.",Sato et al. (2003),NA,Sho Tsuji,1,phoneme,165,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,7,NA,100.65,NA,-0.02837571429,0,0.1298108691,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,itta-itte_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,itta-itte_,Japanese,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,Vowel discrimination (native),inphondb-native,early_language,-0.2185927456362743,0.1462701991746289,-0.18580383379083315,0.10568021890366938,-0.10864935322430629,0.035287771875584954,-0.10907993074864059,0.25,-0.3964833830612864,0.48120966717404484,group_means_one,100.65,7,sato2003 165,,3.3068440830407195,2003
132,sato2003,"Sato, Y., Mori, K., Furuya, I., Hayashi, R., Minagawa-Kawai, Y., & Koizumi, T. (2003). Developmental changes in cerebral lateralization to spoken language in infants: measured by near-infrared spectroscopy. Jpn J Logoped Phoniatr, 44,165–171.",Sato et al. (2003),NA,Sho Tsuji,1,phoneme,166,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,6,NA,127.49,NA,0.05751161371,0,0.1373006576,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,itta-itte_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,itta-itte_,Japanese,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,Vowel discrimination (native),inphondb-native,early_language,0.41887354886201217,0.18128792082802136,0.3403347584503849,0.11967835398412348,0.20498922330268624,0.039845328584059925,0.20793511620546484,0.3333333333333333,0.7597525766204483,0.596413353756193,group_means_one,127.49,6,sato2003 166,,4.188669171851577,2003
133,sato2003,"Sato, Y., Mori, K., Furuya, I., Hayashi, R., Minagawa-Kawai, Y., & Koizumi, T. (2003). Developmental changes in cerebral lateralization to spoken language in infants: measured by near-infrared spectroscopy. Jpn J Logoped Phoniatr, 44,165–171.",Sato et al. (2003),NA,Sho Tsuji,1,phoneme,167,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,7,NA,154.33,NA,0.1308942857,0,0.1193365195,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,itta-itte_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,itta-itte_,Japanese,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7262613131,Vowel discrimination (native),inphondb-native,early_language,1.0968502035120942,0.22879145492460873,0.93232267298528,0.1653018261830298,0.48085822949778706,0.025988318462579436,0.5241000383654579,0.25,1.989466201790409,0.7526937168185186,group_means_one,154.33,7,sato2003 167,,5.070494260662437,2003
134,sato2003,"Sato, Y., Mori, K., Furuya, I., Hayashi, R., Minagawa-Kawai, Y., & Koizumi, T. (2003). Developmental changes in cerebral lateralization to spoken language in infants: measured by near-infrared spectroscopy. Jpn J Logoped Phoniatr, 44,165–171.",Sato et al. (2003),NA,Sho Tsuji,1,phoneme,168,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,6,NA,181.17,NA,0.2086,0,0.1749468491,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,itta-itte_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,itta-itte_,Japanese,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,Vowel discrimination (native),inphondb-native,early_language,1.192362143548889,0.2851439567807084,0.9687942416334723,0.18823956521851454,0.5120817954925264,0.028626687782910117,0.5655474373670103,0.3333333333333333,2.162705697905924,0.9380860169289712,group_means_one,181.17,6,sato2003 168,,5.952319349473295,2003
135,sato2003,"Sato, Y., Mori, K., Furuya, I., Hayashi, R., Minagawa-Kawai, Y., & Koizumi, T. (2003). Developmental changes in cerebral lateralization to spoken language in infants: measured by near-infrared spectroscopy. Jpn J Logoped Phoniatr, 44,165–171.",Sato et al. (2003),NA,Sho Tsuji,1,phoneme,169,NIRS,test_only,stimulus alternation,laterality_index,within_one,Japanese,typical,NA,NA,7,NA,208.01,NA,0.1657278283,0,0.1488727363,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,itta-itte_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,itta-itte_,Japanese,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,Vowel discrimination (native),inphondb-native,early_language,1.113218124546556,0.23137532805849653,0.9462354058645726,0.16716867452226372,0.48634618908277993,0.025741184170812708,0.5312633231518678,0.25,2.0191543265565515,0.7611943187032105,group_means_one,208.01,7,sato2003 169,,6.834144438284153,2003
136,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,1,NA,33,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,15,NA,131,NA,NA,NA,2.771,3.031,1.056,NA,NA,NA,NA,0.4136643196,native,NA,NA,27.378,NA,4.5,NA,NA,NA,NA,NA,0.858,NA,mana-ma:na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,mana-ma:na,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4136643196,Vowel discrimination (native),inphondb-native,early_language,0.2954635672832468,0.08108804803972472,0.27841759224767487,0.07200162845539167,0.14614560093270385,0.019000616444451945,0.14719962713573384,0.08333333333333333,0.535911630492727,0.26676898526953746,subj_diff_two,131,15,sato2010 33,,4.303989814985934,2010
137,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,1,NA,34,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,17,NA,131,NA,NA,NA,3.102,3.38,0.53,NA,NA,NA,NA,0.6575968788,native,NA,NA,27.378,NA,4.5,NA,NA,NA,NA,NA,-0.346,NA,ma:na-mana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,ma:na-mana,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6575968788,Vowel discrimination (native),inphondb-native,early_language,-0.10665912542933788,0.040617313348157394,-0.10132616915787097,0.03665712529671205,-0.05325388832731754,0.010068180798682073,-0.053304316423685896,0.07142857142857142,-0.19345825389351076,0.13362560486046657,subj_diff_two,131,17,sato2010 34,,4.303989814985934,2010
138,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,2,NA,35,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,17,NA,309,NA,NA,NA,3.002,4.247,1.857,NA,NA,NA,NA,0.127906149,native,NA,NA,30.42,NA,5,NA,NA,NA,NA,NA,2.197,NA,mana-ma:na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,mana-ma:na,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127906149,Vowel discrimination (native),inphondb-native,early_language,0.5974056744677605,0.11309614540842,0.5675353907443724,0.10206927123109905,0.28620740722030125,0.021879477254907576,0.2944303694212908,0.07142857142857142,1.0835740325395382,0.37207140482306134,subj_diff_two,309,17,sato2010 35,,10.152159181913387,2010
139,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,2,NA,36,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,16,NA,309,NA,NA,NA,2.99,3.019,1.794,NA,NA,NA,NA,0.1571412338,native,NA,NA,30.42,NA,5,NA,NA,NA,NA,NA,1.749,NA,ma:na-mana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,ma:na-mana,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1571412338,Vowel discrimination (native),inphondb-native,early_language,0.5821200306920877,0.11594683734165491,0.5509350290478687,0.1038567175040525,0.2794631425083673,0.02271176354310709,0.28709963972500796,0.07692307692307693,1.055848941577312,0.38144980537319645,subj_diff_two,309,16,sato2010 36,,10.152159181913387,2010
140,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,3,NA,37,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,17,NA,244,NA,NA,NA,3.588,2.796,0.454,NA,NA,NA,NA,0.8057339447,native,NA,NA,30.42,NA,0.5,NA,NA,NA,NA,NA,0.234,NA,mana-ma:na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,mana-ma:na,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,343.006,449.086,133.12,239.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8057339447,Vowel discrimination (native),inphondb-native,early_language,0.07275055935278973,0.023010496031945403,0.06911303138515025,0.020766972668830725,0.036351238356469875,0.005729849360885163,0.03636726272388554,0.07142857142857142,0.13195491830177375,0.07570149763604585,subj_diff_two,244,17,sato2010 37,,8.01659171646235,2010
141,sato2010,"Sato, Y., Sogabe, Y., & Mazuka, R. (2010). Discrimination of phonemic vowel length by Japanese infants. Developmental psychology, 46(1), 106-119.","Sato, Sogabe, & Mazuka (2010)",yes,Alex Cristia,3,NA,38,eye-tracking,habituation,central fixation,looking_time,within_two,Japanese,typical,NA,NA,16,NA,244,NA,NA,NA,1.873,2.941,1.03,NA,NA,NA,NA,0.2854914849,native,NA,NA,30.42,NA,0.5,NA,NA,NA,NA,NA,0.773,NA,ma:na-mana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,ma:na-mana,not_looked_up,0,0,0,0,0,0,1,NA,NA,NA,NA,449.086,343.006,239.2,133.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2854914849,Vowel discrimination (native),inphondb-native,early_language,0.31352370877297164,0.09238534926133622,0.296727795802991,0.08275205550863948,0.15487048830954064,0.021473990979528707,0.15612680072472485,0.07692307692307693,0.5686691036447701,0.30393561655528717,subj_diff_two,244,16,sato2010 38,,8.01659171646235,2010
